titulo,genero,duracion,tono,anio,calificacion
Who Framed Roger Rabbit,"Animation, Adventure, Comedy",media,divertido,1988,7.7
Spoorloos,"Mystery, Thriller",media,neutral,1988,7.7
Withnail & I,"Comedy, Drama",media,divertido,1987,7.7
The Last Emperor,"Biography, Drama, History",larga,serio,1987,7.7
Empire of the Sun,"Action, Drama, History",larga,serio,1987,7.7
Der Name der Rose,"Crime, Drama, Mystery",larga,serio,1986,7.7
Blue Velvet,"Drama, Mystery, Thriller",media,serio,1986,7.7
The Purple Rose of Cairo,"Comedy, Fantasy, Romance",corta,divertido,1985,7.7
After Hours,"Comedy, Crime, Drama",media,divertido,1985,7.7
Zelig,Comedy,corta,divertido,1983,7.7
The Verdict,Drama,larga,serio,1982,7.7
Star Trek II: The Wrath of Khan,"Action, Adventure, Sci-Fi",media,emocionante,1982,7.7
First Blood,"Action, Adventure",media,emocionante,1982,7.7
Ordinary People,Drama,larga,serio,1980,7.7
Airplane!,Comedy,corta,divertido,1980,7.7
Rupan sansei: Kariosutoro no shiro,"Animation, Adventure, Family",media,neutral,1979,7.7
Halloween,"Horror, Thriller",media,oscuro,1978,7.7
Le locataire,"Drama, Thriller",larga,serio,1976,7.7
Love and Death,"Comedy, War",corta,divertido,1975,7.7
The Taking of Pelham One Two Three,"Action, Crime, Thriller",media,emocionante,1974,7.7
Blazing Saddles,"Comedy, Western",media,divertido,1974,7.7
Serpico,"Biography, Crime, Drama",larga,serio,1973,7.7
Enter the Dragon,"Action, Crime, Drama",media,serio,1973,7.7
Deliverance,"Adventure, Drama, Thriller",media,serio,1972,7.7
The French Connection,"Action, Crime, Drama",media,serio,1971,7.7
Dirty Harry,"Action, Crime, Thriller",media,emocionante,1971,7.7
Where Eagles Dare,"Action, Adventure, War",larga,emocionante,1968,7.7
The Odd Couple,Comedy,media,divertido,1968,7.7
The Dirty Dozen,"Action, Adventure, War",larga,emocionante,1967,7.7
Belle de jour,"Drama, Romance",media,serio,1967,7.7
A Man for All Seasons,"Biography, Drama, History",media,serio,1966,7.7
Repulsion,"Drama, Horror, Thriller",media,serio,1965,7.7
Zulu,"Drama, History, War",larga,serio,1964,7.7
Goldfinger,"Action, Adventure, Thriller",media,emocionante,1964,7.7
The Birds,"Drama, Horror, Mystery",media,serio,1963,7.7
Cape Fear,"Drama, Thriller",media,serio,1962,7.7
Peeping Tom,"Drama, Horror, Thriller",media,serio,1960,7.7
The Magnificent Seven,"Action, Adventure, Western",larga,emocionante,1960,7.7
Les yeux sans visage,"Drama, Horror",media,serio,1960,7.7
Invasion of the Body Snatchers,"Drama, Horror, Sci-Fi",corta,serio,1956,7.7
Rebel Without a Cause,Drama,media,serio,1955,7.7
The Ladykillers,"Comedy, Crime",media,divertido,1955,7.7
Sabrina,"Comedy, Drama, Romance",media,divertido,1954,7.7
The Quiet Man,"Comedy, Drama, Romance",larga,divertido,1952,7.7
The Day the Earth Stood Still,"Drama, Sci-Fi",media,serio,1951,7.7
The African Queen,"Adventure, Drama, Romance",media,serio,1951,7.7
Gilda,"Drama, Film-Noir, Romance",media,serio,1946,7.7
Fantasia,"Animation, Family, Fantasy",larga,neutral,1940,7.7
The Invisible Man,"Horror, Sci-Fi",corta,oscuro,1933,7.7
Dark Waters,"Biography, Drama, History",larga,serio,2019,7.6
Searching,"Drama, Mystery, Thriller",media,serio,2018,7.6
Once Upon a Time... in Hollywood,"Comedy, Drama",larga,divertido,2019,7.6
Nelyubov,Drama,larga,serio,2017,7.6
The Florida Project,Drama,media,serio,2017,7.6
Just Mercy,"Biography, Crime, Drama",larga,serio,2019,7.6
Gifted,Drama,media,serio,2017,7.6
The Peanut Butter Falcon,"Adventure, Comedy, Drama",media,divertido,2019,7.6
Victoria,"Crime, Drama, Romance",larga,serio,2015,7.6
Mustang,Drama,media,serio,2015,7.6
Guardians of the Galaxy Vol. 2,"Action, Adventure, Comedy",larga,divertido,2017,7.6
Baby Driver,"Action, Crime, Drama",media,serio,2017,7.6
Only the Brave,"Action, Biography, Drama",larga,serio,2017,7.6
Bridge of Spies,"Drama, History, Thriller",larga,serio,2015,7.6
Incredibles 2,"Animation, Action, Adventure",media,emocionante,2018,7.6
Moana,"Animation, Adventure, Comedy",media,divertido,2016,7.6
Sicario,"Action, Crime, Drama",larga,serio,2015,7.6
Creed,"Drama, Sport",larga,serio,2015,7.6
Leviafan,"Crime, Drama",larga,serio,2014,7.6
Hell or High Water,"Action, Crime, Drama",media,serio,2016,7.6
Philomena,"Biography, Comedy, Drama",media,divertido,2013,7.6
Dawn of the Planet of the Apes,"Action, Adventure, Drama",larga,serio,2014,7.6
El cuerpo,"Mystery, Thriller",media,neutral,2012,7.6
Serbuan maut,"Action, Thriller",media,emocionante,2011,7.6
End of Watch,"Action, Crime, Drama",media,serio,2012,7.6
Kari-gurashi no Arietti,"Animation, Adventure, Family",media,neutral,2010,7.6
A Star Is Born,"Drama, Music, Romance",larga,serio,2018,7.6
True Grit,"Drama, Western",media,serio,2010,7.6
Hævnen,"Drama, Romance",media,serio,2010,7.6
Despicable Me,"Animation, Comedy, Crime",media,divertido,2010,7.6
50/50,"Comedy, Drama, Romance",media,divertido,2011,7.6
Kick-Ass,"Action, Comedy, Crime",media,divertido,2010,7.6
Celda 211,"Action, Adventure, Crime",media,emocionante,2009,7.6
Moneyball,"Biography, Drama, Sport",larga,serio,2011,7.6
La piel que habito,"Drama, Horror, Thriller",media,serio,2011,7.6
Zombieland,"Adventure, Comedy, Fantasy",corta,divertido,2009,7.6
Die Welle,"Drama, Thriller",media,serio,2008,7.6
Sherlock Holmes,"Action, Adventure, Mystery",larga,emocionante,2009,7.6
The Blind Side,"Biography, Drama, Sport",larga,serio,2009,7.6
The Visitor,Drama,media,serio,2007,7.6
Seven Pounds,Drama,larga,serio,2008,7.6
Eastern Promises,"Action, Crime, Drama",media,serio,2007,7.6
Stardust,"Adventure, Family, Fantasy",larga,neutral,2007,7.6
The Secret of Kells,"Animation, Adventure, Family",corta,neutral,2009,7.6
Inside Man,"Crime, Drama, Mystery",larga,serio,2006,7.6
Gone Baby Gone,"Crime, Drama, Mystery",media,serio,2007,7.6
La Vie En Rose,"Biography, Drama, Music",larga,serio,2007,7.6
Huo Yuan Jia,"Action, Biography, Drama",media,serio,2006,7.6
The Illusionist,"Drama, Fantasy, Mystery",media,serio,2006,7.6
Dead Man's Shoes,"Crime, Drama, Thriller",media,serio,2004,7.6
Harry Potter and the Half-Blood Prince,"Action, Adventure, Family",larga,emocionante,2009,7.6
300,"Action, Drama",media,serio,2006,7.6
Match Point,"Drama, Romance, Thriller",larga,serio,2005,7.6
Watchmen,"Action, Drama, Mystery",larga,serio,2009,7.6
Lord of War,"Action, Crime, Drama",larga,serio,2005,7.6
Saw,"Horror, Mystery, Thriller",media,oscuro,2004,7.6
"Synecdoche, New York",Drama,larga,serio,2008,7.6
Mysterious Skin,Drama,media,serio,2004,7.6
Jeux d'enfants,"Comedy, Drama, Romance",media,divertido,2003,7.6
Un long dimanche de fiançailles,"Drama, Mystery, Romance",larga,serio,2004,7.6
The Station Agent,"Comedy, Drama",corta,divertido,2003,7.6
21 Grams,"Crime, Drama, Thriller",larga,serio,2003,7.6
Boksuneun naui geot,"Crime, Drama, Thriller",larga,serio,2002,7.6
Finding Neverland,"Biography, Drama, Family",media,serio,2004,7.6
25th Hour,Drama,larga,serio,2002,7.6
The Butterfly Effect,"Drama, Sci-Fi, Thriller",media,serio,2004,7.6
28 Days Later...,"Drama, Horror, Sci-Fi",media,serio,2002,7.6
Batoru rowaiaru,"Action, Adventure, Drama",media,serio,2000,7.6
The Royal Tenenbaums,"Comedy, Drama",media,divertido,2001,7.6
Y tu mamá también,Drama,media,serio,2001,7.6
Harry Potter and the Sorcerer's Stone,"Adventure, Family, Fantasy",larga,neutral,2001,7.6
The Others,"Horror, Mystery, Thriller",media,oscuro,2001,7.6
Blow,"Biography, Crime, Drama",larga,serio,2001,7.6
Enemy at the Gates,"Drama, History, War",larga,serio,2001,7.6
Minority Report,"Action, Crime, Mystery",larga,emocionante,2002,7.6
The Hurricane,"Biography, Drama, Sport",larga,serio,1999,7.6
American Psycho,"Comedy, Crime, Drama",media,divertido,2000,7.6
Lola rennt,"Crime, Drama, Thriller",corta,serio,1998,7.6
The Thin Red Line,"Drama, War",larga,serio,1998,7.6
Mulan,"Animation, Adventure, Family",corta,neutral,1998,7.6
Fear and Loathing in Las Vegas,"Adventure, Comedy, Drama",media,divertido,1998,7.6
Funny Games,"Crime, Drama, Thriller",media,serio,1997,7.6
Dark City,"Mystery, Sci-Fi, Thriller",media,neutral,1998,7.6
Sleepers,"Crime, Drama, Thriller",larga,serio,1996,7.6
Lost Highway,"Mystery, Thriller",larga,neutral,1997,7.6
Sense and Sensibility,"Drama, Romance",larga,serio,1995,7.6
Die Hard: With a Vengeance,"Action, Adventure, Thriller",larga,emocionante,1995,7.6
Dead Man,"Adventure, Drama, Fantasy",larga,serio,1995,7.6
The Bridges of Madison County,"Drama, Romance",larga,serio,1995,7.6
Apollo 13,"Adventure, Drama, History",larga,serio,PG,7.6
Trois couleurs: Blanc,"Comedy, Drama, Romance",media,divertido,1994,7.6
Falling Down,"Action, Crime, Drama",media,serio,1993,7.6
Dazed and Confused,Comedy,media,divertido,1993,7.6
My Cousin Vinny,"Comedy, Crime",media,divertido,1992,7.6
Omohide poro poro,"Animation, Drama, Romance",media,serio,1991,7.6
Delicatessen,"Comedy, Crime",media,divertido,1991,7.6
Home Alone,"Comedy, Family",media,divertido,1990,7.6
The Godfather: Part III,"Crime, Drama",larga,serio,1990,7.6
When Harry Met Sally...,"Comedy, Drama, Romance",media,divertido,1989,7.6
The Little Mermaid,"Animation, Family, Fantasy",corta,neutral,1989,7.6
The Naked Gun: From the Files of Police Squad!,"Comedy, Crime",corta,divertido,1988,7.6
"Planes, Trains & Automobiles","Comedy, Drama",media,divertido,1987,7.6
Lethal Weapon,"Action, Crime, Thriller",media,emocionante,1987,7.6
Blood Simple,"Crime, Drama, Thriller",media,serio,1984,7.6
On Golden Pond,Drama,media,serio,1981,7.6
Mad Max 2,"Action, Adventure, Sci-Fi",media,emocionante,1981,7.6
The Warriors,"Action, Crime, Thriller",media,emocionante,1979,7.6
The Muppet Movie,"Adventure, Comedy, Family",media,divertido,1979,7.6
Escape from Alcatraz,"Action, Biography, Crime",media,emocionante,1979,7.6
Watership Down,"Animation, Adventure, Drama",media,serio,1978,7.6
Midnight Express,"Biography, Crime, Drama",larga,serio,1978,7.6
Close Encounters of the Third Kind,"Drama, Sci-Fi",larga,serio,1977,7.6
The Long Goodbye,"Comedy, Crime, Drama",media,divertido,1973,7.6
Giù la testa,"Drama, War, Western",larga,serio,1971,7.6
Kelly's Heroes,"Adventure, Comedy, War",larga,divertido,1970,7.6
The Jungle Book,"Animation, Adventure, Family",corta,neutral,1967,7.6
Blowup,"Drama, Mystery, Thriller",media,serio,1966,7.6
A Hard Day's Night,"Comedy, Music, Musical",corta,divertido,1964,7.6
Breakfast at Tiffany's,"Comedy, Drama, Romance",media,divertido,1961,7.6
Giant,"Drama, Western",larga,serio,1956,7.6
From Here to Eternity,"Drama, Romance, War",media,serio,1953,7.6
Lifeboat,"Drama, War",media,serio,1944,7.6
The 39 Steps,"Crime, Mystery, Thriller",corta,neutral,1935,7.6
